Episode,Step,EpisodeReward
4,13,-1.4000000000000001
4,14,-1.5000000000000002
4,15,-1.6000000000000003
4,16,-1.7000000000000004
4,17,-1.8000000000000005
4,18,-1.9000000000000006
4,19,-2.0000000000000004
4,20,-2.1000000000000005
4,21,-2.2000000000000006
4,22,-2.3000000000000007
4,23,-2.400000000000001
4,24,-2.500000000000001
4,25,-2.600000000000001
4,26,-2.700000000000001
4,27,-2.800000000000001
4,28,-2.9000000000000012
4,29,-3.0000000000000013
4,30,-3.1000000000000014
4,31,-3.2000000000000015
4,32,-3.3000000000000016
4,33,-3.4000000000000017
4,34,-3.5000000000000018
4,35,-3.600000000000002
4,36,-3.700000000000002
4,37,-3.800000000000002
4,38,-3.900000000000002
4,39,-4.000000000000002
4,40,-4.100000000000001
4,41,-4.200000000000001
4,42,-4.300000000000001
4,43,-4.4
4,44,-4.5
4,45,-4.6
4,46,-4.699999999999999
4,47,-4.799999999999999
4,48,-4.899999999999999
4,49,-4.999999999999998
4,50,-5.099999999999998
4,51,-5.1999999999999975
4,52,-5.299999999999997
4,53,-5.399999999999997
4,54,-5.4999999999999964
4,55,-5.513604099559958
4,56,-5.613604099559957
4,57,-5.713604099559957
4,58,-5.8136040995599565
4,59,-5.913604099559956
4,60,-6.013604099559956
4,61,-6.113604099559955
4,62,-6.213604099559955
4,63,-6.313604099559955
4,64,-6.413604099559954
4,65,-6.513604099559954
4,66,-6.613604099559954
4,67,-6.713604099559953
4,68,93.18639590044005
5,0,-0.1
5,1,-0.2
5,2,-0.30000000000000004
5,3,-0.4
5,4,-0.5
5,5,-0.6
5,6,-0.7
5,7,-0.7999999999999999
5,8,-0.8999999999999999
5,9,-0.9999999999999999
5,10,-1.0999999999999999
5,11,-1.2
5,12,-1.3
5,13,-1.4000000000000001
5,14,-1.5000000000000002
5,15,-1.6000000000000003
5,16,-1.7000000000000004
5,17,-1.8000000000000005
5,18,-1.9000000000000006
5,19,-2.0000000000000004
5,20,-2.1000000000000005
5,21,-2.106345827324913
5,22,-2.2063458273249132
5,23,-2.3063458273249133
5,24,-2.4063458273249134
5,25,-2.5063458273249135
5,26,-2.6063458273249136
5,27,-2.7063458273249137
5,28,-2.8063458273249138
5,29,-2.906345827324914
5,30,-3.006345827324914
5,31,-3.106345827324914
5,32,-3.206345827324914
5,33,-3.306345827324914
5,34,-3.4063458273249143
5,35,-3.5063458273249144
5,36,-3.6063458273249145
5,37,-3.7063458273249146
5,38,-3.8063458273249147
5,39,-3.9063458273249148
5,40,-4.006345827324915
5,41,-4.1063458273249145
5,42,-4.206345827324914
5,43,-4.306345827324914
5,44,-4.406345827324913
5,45,-4.506345827324913
5,46,-4.606345827324913
5,47,-4.706345827324912
5,48,-4.806345827324912
5,49,-4.906345827324912
5,50,-5.006345827324911
5,51,-5.106345827324911
5,52,-5.206345827324911
5,53,-5.30634582732491
5,54,-5.40634582732491
5,55,-5.5063458273249095
5,56,-5.606345827324909
5,57,-5.706345827324909
5,58,-5.8063458273249084
5,59,-5.906345827324908
5,60,-6.006345827324908
5,61,-6.106345827324907
5,62,-6.206345827324907
5,63,-6.306345827324907
5,64,-6.406345827324906
5,65,-6.506345827324906
5,66,-6.606345827324906
5,67,93.2936541726751
6,0,-0.1
6,1,-0.2
6,2,-0.30000000000000004
6,3,-0.4
6,4,-0.5
6,5,-0.6
6,6,-0.7
6,7,-0.7999999999999999
6,8,-0.8999999999999999
6,9,-0.9999999999999999
6,10,-1.0999999999999999
6,11,-1.2
6,12,-1.3
6,13,-1.4000000000000001
6,14,-1.5000000000000002
6,15,-1.6000000000000003
6,16,-1.7000000000000004
6,17,-1.8000000000000005
6,18,-1.9000000000000006
6,19,-2.0000000000000004
6,20,-2.1000000000000005
6,21,-2.2000000000000006
6,22,-2.3000000000000007
6,23,-2.3562623030713445
6,24,-2.4562623030713446
6,25,-2.5562623030713447
6,26,-2.656262303071345
6,27,-2.756262303071345
6,28,-2.856262303071345
6,29,-2.956262303071345
6,30,-3.056262303071345
6,31,-3.1562623030713453
6,32,-3.2562623030713453
6,33,-3.3562623030713454
6,34,-3.4562623030713455
6,35,-3.5562623030713456
6,36,-3.6562623030713457
6,37,-3.756262303071346
6,38,-3.856262303071346
6,39,-3.956262303071346
6,40,-4.056262303071346
6,41,-4.156262303071346
6,42,-4.256262303071345
6,43,-4.356262303071345
6,44,-4.456262303071345
6,45,-4.556262303071344
6,46,-4.656262303071344
6,47,-4.756262303071344
6,48,-4.856262303071343
6,49,-4.956262303071343
6,50,-5.0562623030713425
6,51,-5.156262303071342
6,52,-5.256262303071342
6,53,-5.356262303071341
6,54,-5.456262303071341
6,55,-5.556262303071341
6,56,-5.65626230307134
6,57,-5.75626230307134
6,58,-5.85626230307134
6,59,-5.956262303071339
6,60,-6.056262303071339
6,61,-6.156262303071339
6,62,-6.256262303071338
6,63,-6.356262303071338
6,64,-6.4562623030713375
6,65,-6.556262303071337
6,66,-6.656262303071337
6,67,-6.7562623030713365
6,68,93.14373769692867
7,0,-0.1
7,1,-0.2
7,2,-0.30000000000000004
7,3,-0.4
7,4,-0.5
7,5,-0.6
7,6,-0.7
7,7,-0.7999999999999999
7,8,-0.8999999999999999
7,9,-0.9999999999999999
7,10,-1.0999999999999999
7,11,-1.2
7,12,-1.3
7,13,-1.4000000000000001
7,14,-1.5000000000000002
7,15,-1.6000000000000003
7,16,-1.7000000000000004
7,17,-1.8000000000000005
7,18,-1.9000000000000006
7,19,-2.0000000000000004
7,20,-2.1000000000000005
7,21,-2.2000000000000006
7,22,-2.3000000000000007
7,23,-2.400000000000001
7,24,-2.500000000000001
7,25,-2.600000000000001
7,26,-2.700000000000001
7,27,-2.800000000000001
7,28,-2.9000000000000012
7,29,-3.0000000000000013
7,30,-3.1000000000000014
7,31,-3.2000000000000015
7,32,-3.3000000000000016
7,33,-3.4000000000000017
7,34,-3.5000000000000018
7,35,-3.600000000000002
7,36,-3.700000000000002
7,37,-3.800000000000002
7,38,-3.900000000000002
7,39,-4.000000000000002
7,40,-4.100000000000001
7,41,-4.200000000000001
7,42,-4.300000000000001
7,43,-4.4
7,44,-4.5
7,45,-4.6
7,46,-4.699999999999999
7,47,-4.799999999999999
7,48,-4.899999999999999
7,49,-4.999999999999998
7,50,-5.099999999999998
7,51,-5.1999999999999975
7,52,-5.299999999999997
7,53,-5.399999999999997
7,54,-5.441680100316077
7,55,-5.541680100316077
7,56,-5.641680100316076
7,57,-5.741680100316076
7,58,-5.841680100316076
7,59,-5.941680100316075
7,60,-6.041680100316075
7,61,-6.141680100316075
7,62,-6.241680100316074
7,63,-6.341680100316074
7,64,-6.4416801003160735
7,65,-6.541680100316073
7,66,-6.641680100316073
7,67,-6.7416801003160725
7,68,-6.841680100316072
7,69,93.05831989968394
8,0,-0.1
8,1,-0.2
8,2,-0.30000000000000004
8,3,-0.4
8,4,-0.5
8,5,-0.6
8,6,-0.7
8,7,-0.7999999999999999
8,8,-0.8999999999999999
8,9,-0.9999999999999999
8,10,-1.0999999999999999
8,11,-1.2
8,12,-1.3
8,13,-1.4000000000000001
8,14,-1.5000000000000002
8,15,-1.6000000000000003
8,16,-1.7000000000000004
8,17,-1.8000000000000005
8,18,-1.9000000000000006
8,19,-2.0000000000000004
8,20,-2.1000000000000005
8,21,-2.2000000000000006
8,22,-2.3000000000000007
8,23,-2.400000000000001
8,24,-2.500000000000001
8,25,-2.600000000000001
8,26,-2.700000000000001
8,27,-2.800000000000001
8,28,-2.9000000000000012
8,29,-3.0000000000000013
8,30,-3.1000000000000014
8,31,-3.2000000000000015
8,32,-3.3000000000000016
8,33,-3.4000000000000017
8,34,-3.5000000000000018
8,35,-3.600000000000002
8,36,-3.700000000000002
8,37,-3.7089697101292605
8,38,-3.8089697101292606
8,39,-3.9089697101292606
8,40,-4.008969710129261
8,41,-4.10896971012926
8,42,-4.20896971012926
8,43,-4.30896971012926
8,44,-4.408969710129259
8,45,-4.508969710129259
8,46,-4.608969710129259
8,47,-4.708969710129258
8,48,-4.808969710129258
8,49,-4.9089697101292575
8,50,-5.008969710129257
8,51,-5.108969710129257
8,52,-5.2089697101292565
8,53,-5.308969710129256
8,54,-5.408969710129256
8,55,-5.508969710129255
8,56,-5.608969710129255
8,57,-5.708969710129255
8,58,-5.808969710129254
8,59,-5.908969710129254
8,60,-6.008969710129254
8,61,-6.108969710129253
8,62,-6.208969710129253
8,63,-6.308969710129253
8,64,-6.408969710129252
8,65,-6.508969710129252
8,66,-6.6089697101292515
8,67,-6.708969710129251
8,68,93.19103028987075
9,0,-0.1
9,1,-0.2
9,2,-0.30000000000000004
9,3,-0.4
9,4,-0.5
9,5,-0.6
9,6,-0.7
9,7,-0.7999999999999999
9,8,-0.8999999999999999
9,9,-0.9999999999999999
9,10,-1.0999999999999999
9,11,-1.2
9,12,-1.3
9,13,-1.4000000000000001
9,14,-1.5000000000000002
9,15,-1.6000000000000003
9,16,-1.7000000000000004
9,17,-1.8000000000000005
9,18,-1.9000000000000006
9,19,-2.0000000000000004
9,20,-2.1000000000000005
9,21,-2.2000000000000006
9,22,-2.3000000000000007
9,23,-2.400000000000001
9,24,-2.500000000000001
9,25,-2.5598127013788665
9,26,-2.6598127013788666
9,27,-2.7598127013788667
9,28,-2.859812701378867
9,29,-2.959812701378867
9,30,-3.059812701378867
9,31,-3.159812701378867
9,32,-3.259812701378867
9,33,-3.3598127013788672
9,34,-3.4598127013788673
9,35,-3.5598127013788674
9,36,-3.6598127013788675
9,37,-3.7598127013788676
9,38,-3.8598127013788677
9,39,-3.9598127013788678
9,40,-4.059812701378868
9,41,-4.1598127013788675
9,42,-4.259812701378867
9,43,-4.359812701378867
9,44,-4.459812701378866
9,45,-4.559812701378866
9,46,-4.659812701378866
9,47,-4.759812701378865
9,48,-4.859812701378865
9,49,-4.959812701378865
9,50,-5.059812701378864
9,51,-5.159812701378864
9,52,-5.259812701378864
9,53,-5.359812701378863
9,54,-5.459812701378863
9,55,-5.5598127013788625
9,56,-5.659812701378862
9,57,-5.759812701378862
9,58,-5.8598127013788615
9,59,-5.959812701378861
9,60,-6.059812701378861
9,61,-6.15981270137886
9,62,-6.25981270137886
9,63,-6.35981270137886
9,64,-6.459812701378859
9,65,-6.559812701378859
9,66,-6.659812701378859
9,67,93.24018729862115
10,0,-0.1
10,1,-0.2
10,2,-0.30000000000000004
10,3,-0.4
10,4,-0.5
10,5,-0.6
10,6,-0.7
10,7,-0.7999999999999999
10,8,-0.8999999999999999
10,9,-0.9999999999999999
10,10,-1.0999999999999999
10,11,-1.2
10,12,-1.3
10,13,-1.4000000000000001
10,14,-1.5000000000000002
10,15,-1.6000000000000003
10,16,-1.7000000000000004
10,17,-1.8000000000000005
10,18,-1.9000000000000006
10,19,-2.0000000000000004
10,20,-2.1000000000000005
10,21,-2.2000000000000006
10,22,-2.3000000000000007
10,23,-2.400000000000001
10,24,-2.500000000000001
10,25,-2.600000000000001
10,26,-2.700000000000001
10,27,-2.800000000000001
10,28,-2.9000000000000012
10,29,-3.0000000000000013
10,30,-3.1000000000000014
10,31,-3.1019031765667946
10,32,-3.2019031765667947
10,33,-3.3019031765667948
10,34,-3.401903176566795
10,35,-3.501903176566795
10,36,-3.601903176566795
10,37,-3.701903176566795
10,38,-3.801903176566795
10,39,-3.9019031765667953
10,40,-4.001903176566795
10,41,-4.101903176566795
10,42,-4.201903176566795
10,43,-4.301903176566794
10,44,-4.401903176566794
10,45,-4.501903176566794
10,46,-4.601903176566793
10,47,-4.701903176566793
10,48,-4.8019031765667926
10,49,-4.901903176566792
10,50,-5.001903176566792
10,51,-5.1019031765667915
10,52,-5.201903176566791
10,53,-5.301903176566791
10,54,-5.40190317656679
10,55,-5.50190317656679
10,56,-5.60190317656679
10,57,-5.701903176566789
10,58,-5.801903176566789
10,59,-5.901903176566789
10,60,-6.001903176566788
10,61,-6.101903176566788
10,62,-6.201903176566788
10,63,-6.301903176566787
10,64,-6.401903176566787
10,65,-6.5019031765667865
10,66,-6.601903176566786
10,67,-6.701903176566786
10,68,-6.8019031765667854
10,69,-6.901903176566785
10,70,-7.001903176566785
10,71,92.89809682343322
11,0,-0.1
11,1,-0.2
11,2,-0.30000000000000004
11,3,-0.4
11,4,-0.5
11,5,-0.6
11,6,-0.7
11,7,-0.7999999999999999
11,8,-0.8999999999999999
11,9,-0.9999999999999999
11,10,-1.0999999999999999
11,11,-1.2
11,12,-1.3
11,13,-1.4000000000000001
11,14,-1.5000000000000002
11,15,-1.6000000000000003
11,16,-1.7000000000000004
11,17,-1.8000000000000005
11,18,-1.9000000000000006
11,19,-2.0000000000000004
11,20,-2.0004729237934957
11,21,-2.100472923793496
11,22,-2.200472923793496
11,23,-2.300472923793496
11,24,-2.400472923793496
11,25,-2.500472923793496
11,26,-2.6004729237934963
11,27,-2.7004729237934963
11,28,-2.8004729237934964
11,29,-2.9004729237934965
11,30,-3.0004729237934966
11,31,-3.1004729237934967
11,32,-3.200472923793497
11,33,-3.300472923793497
11,34,-3.400472923793497
11,35,-3.500472923793497
11,36,-3.600472923793497
11,37,-3.7004729237934972
11,38,-3.8004729237934973
11,39,-3.9004729237934974
11,40,-4.000472923793497
11,41,-4.100472923793497
11,42,-4.200472923793496
11,43,-4.300472923793496
11,44,-4.400472923793496
11,45,-4.500472923793495
11,46,-4.600472923793495
11,47,-4.700472923793495
11,48,-4.800472923793494
11,49,-4.900472923793494
11,50,-5.0004729237934935
11,51,-5.100472923793493
11,52,-5.200472923793493
11,53,-5.300472923793492
11,54,-5.400472923793492
11,55,-5.500472923793492
11,56,-5.600472923793491
11,57,-5.700472923793491
11,58,-5.800472923793491
11,59,-5.90047292379349
11,60,-6.00047292379349
11,61,-6.10047292379349
11,62,-6.200472923793489
11,63,-6.300472923793489
11,64,-6.4004729237934885
11,65,-6.500472923793488
11,66,-6.600472923793488
11,67,93.29952707620652
12,0,-0.1
12,1,-0.2
12,2,-0.30000000000000004
12,3,-0.4
12,4,-0.5
12,5,-0.6
12,6,-0.7
12,7,-0.7999999999999999
12,8,-0.8999999999999999
12,9,-0.9999999999999999
12,10,-1.0999999999999999
12,11,-1.2
12,12,-1.3
12,13,-1.4000000000000001
12,14,-1.5000000000000002
12,15,-1.6000000000000003
12,16,-1.7000000000000004
12,17,-1.7424260577391582
12,18,-1.8424260577391582
12,19,-1.9424260577391583
12,20,-2.042426057739158
12,21,-2.1424260577391583
12,22,-2.2424260577391584
12,23,-2.3424260577391585
12,24,-2.389122938402911
12,25,-2.489122938402911
12,26,-2.589122938402911
12,27,-2.689122938402911
12,28,-2.7891229384029113
12,29,-2.8891229384029113
12,30,-2.9891229384029114
12,31,-3.0891229384029115
12,32,-3.1891229384029116
12,33,-3.2891229384029117
12,34,-3.389122938402912
12,35,-3.489122938402912
12,36,-3.589122938402912
12,37,-3.689122938402912
12,38,-3.789122938402912
12,39,-3.8891229384029122
12,40,-3.9891229384029123
12,41,-4.089122938402912
12,42,-4.189122938402912
12,43,-4.289122938402912
12,44,-4.389122938402911
12,45,-4.489122938402911
12,46,-4.589122938402911
12,47,-4.68912293840291
12,48,-4.78912293840291
12,49,-4.88912293840291
12,50,-4.989122938402909
12,51,-5.089122938402909
12,52,-5.1891229384029085
12,53,-5.289122938402908
12,54,-5.389122938402908
12,55,-5.489122938402907
12,56,-5.589122938402907
12,57,-5.689122938402907
12,58,-5.789122938402906
12,59,-5.889122938402906
12,60,-5.989122938402906
12,61,-6.089122938402905
12,62,-6.189122938402905
12,63,-6.289122938402905
12,64,-6.389122938402904
12,65,-6.489122938402904
12,66,-6.5891229384029035
12,67,-6.689122938402903
12,68,-6.789122938402903
12,69,93.11087706159711
13,0,-0.1
13,1,-0.2
13,2,-0.30000000000000004
13,3,-0.4
13,4,-0.5
13,5,-0.6
13,6,-0.7
13,7,-0.7999999999999999
13,8,-0.8999999999999999
13,9,-0.9999999999999999
13,10,-1.0999999999999999
13,11,-1.2
13,12,-1.3
13,13,-1.4000000000000001
13,14,-1.5000000000000002
13,15,-1.6000000000000003
13,16,-1.7000000000000004
13,17,-1.8000000000000005
13,18,-1.9000000000000006
13,19,-2.0000000000000004
13,20,-2.1000000000000005
13,21,-2.2000000000000006
13,22,-2.3000000000000007
13,23,-2.400000000000001
13,24,-2.500000000000001
13,25,-2.600000000000001
13,26,-2.700000000000001
13,27,-2.800000000000001
13,28,-2.9000000000000012
13,29,-3.0000000000000013
13,30,-3.1000000000000014
13,31,-3.2000000000000015
13,32,-3.3000000000000016
13,33,-3.4000000000000017
13,34,-3.5000000000000018
13,35,-3.600000000000002
13,36,-3.700000000000002
13,37,-3.800000000000002
13,38,-3.900000000000002
13,39,-4.000000000000002
13,40,-4.100000000000001
13,41,-4.200000000000001
13,42,-4.300000000000001
13,43,-4.4
13,44,-4.5
13,45,-4.6
13,46,-4.699999999999999
13,47,-4.799999999999999
13,48,-4.899999999999999
13,49,-4.999999999999998
13,50,-5.099999999999998
13,51,-5.1999999999999975
13,52,-5.299999999999997
13,53,-5.399999999999997
13,54,-5.4999999999999964
13,55,-5.599999999999996
13,56,-5.699999999999996
13,57,-5.799999999999995
13,58,-5.899999999999995
13,59,-5.999999999999995
13,60,-6.099999999999994
13,61,-6.199999999999994
13,62,-6.299999999999994
13,63,-6.399999999999993
13,64,-6.499999999999993
13,65,-6.5999999999999925
13,66,93.30000000000001
14,0,-0.1
14,1,-0.2
14,2,-0.30000000000000004
14,3,-0.4
14,4,-0.5
14,5,-0.6
14,6,-0.7
14,7,-0.7999999999999999
14,8,-0.8999999999999999
14,9,-0.9999999999999999
14,10,-1.0999999999999999
14,11,-1.2
14,12,-1.3
14,13,-1.4000000000000001
14,14,-1.5000000000000002
14,15,-1.6000000000000003
14,16,-1.7000000000000004
14,17,-1.8000000000000005
14,18,-1.9000000000000006
14,19,-2.0000000000000004
14,20,-2.1000000000000005
14,21,-2.2000000000000006
14,22,-2.3000000000000007
14,23,-2.400000000000001
14,24,-2.500000000000001
14,25,-2.600000000000001
14,26,-2.700000000000001
14,27,-2.70464027495216
14,28,-2.80464027495216
14,29,-2.9046402749521603
14,30,-3.0046402749521604
14,31,-3.1046402749521604
14,32,-3.2046402749521605
14,33,-3.3046402749521606
14,34,-3.4046402749521607
14,35,-3.504640274952161
14,36,-3.604640274952161
14,37,-3.704640274952161
14,38,-3.804640274952161
14,39,-3.904640274952161
14,40,-4.004640274952161
14,41,-4.10464027495216
14,42,-4.20464027495216
14,43,-4.30464027495216
14,44,-4.404640274952159
14,45,-4.504640274952159
14,46,-4.604640274952159
14,47,-4.704640274952158
14,48,-4.804640274952158
14,49,-4.904640274952158
14,50,-5.004640274952157
14,51,-5.104640274952157
14,52,-5.2046402749521565
14,53,-5.304640274952156
14,54,-5.404640274952156
14,55,-5.5046402749521555
14,56,-5.604640274952155
14,57,-5.704640274952155
14,58,-5.804640274952154
14,59,-5.904640274952154
14,60,-6.004640274952154
14,61,-6.104640274952153
14,62,-6.204640274952153
14,63,-6.304640274952153
14,64,-6.404640274952152
14,65,-6.504640274952152
14,66,93.39535972504785
15,0,-0.1
15,1,-0.2
15,2,-0.30000000000000004
15,3,-0.4
15,4,-0.5
15,5,-0.6
15,6,-0.7
15,7,-0.7999999999999999
15,8,-0.8999999999999999
15,9,-0.9999999999999999
15,10,-1.0999999999999999
15,11,-1.2
15,12,-1.3
15,13,-1.4000000000000001
15,14,-1.5000000000000002
15,15,-1.6000000000000003
15,16,-1.7000000000000004
15,17,-1.8000000000000005
15,18,-1.9000000000000006
15,19,-2.0000000000000004
15,20,-2.1000000000000005
15,21,-2.2000000000000006
15,22,-2.3000000000000007
15,23,-2.400000000000001
15,24,-2.500000000000001
15,25,-2.600000000000001
15,26,-2.700000000000001
15,27,-2.800000000000001
15,28,-2.9000000000000012
15,29,-3.0000000000000013
15,30,-3.1000000000000014
15,31,-3.2000000000000015
15,32,-3.3000000000000016
15,33,-3.4000000000000017
15,34,-3.5000000000000018
15,35,-3.600000000000002
15,36,-3.700000000000002
15,37,-3.800000000000002
15,38,-3.900000000000002
15,39,-4.000000000000002
15,40,-4.100000000000001
15,41,-4.200000000000001
15,42,-4.300000000000001
15,43,-4.4
15,44,-4.5
15,45,-4.6
15,46,-4.699999999999999
15,47,-4.799999999999999
15,48,-4.899999999999999
15,49,-4.999999999999998
15,50,-5.099999999999998
15,51,-5.1999999999999975
15,52,-5.299999999999997
15,53,-5.399999999999997
15,54,-5.4999999999999964
15,55,-5.599999999999996
15,56,-5.699999999999996
15,57,-5.799999999999995
15,58,-5.899999999999995
15,59,-5.999999999999995
15,60,-6.099999999999994
15,61,-6.199999999999994
15,62,-6.299999999999994
15,63,-6.399999999999993
15,64,-6.499999999999993
15,65,-6.5999999999999925
15,66,93.30000000000001
